id;title;origin_title;description;year;tags;kinopoisk;imdb;torrent_link;full_text;src_small;src;src_big;src_xbig;src_xxbig;src_xxxbig;video 
92;Гравітацыя;Gravity;Доктар Раян Стоўн – бліскучы медыцынскі інжынер, гэта яе першая місія на шатле, з ёй ветэран-астранаўт Мэт Кавальскі , у якога апошні палёт да выхаду на пенсію. Але на, здавалася б, руцінным выхадзе ў адкрыты космас здараецца стыхійнае бедства. Шатл руйнуецца, пакідаючы Стоўн і Кавальскі сам-насам - прывязанымі адзін да аднаго ў пустэчы.;2013;#kinakipa_фантастыка, #kinakipa_трылер, #kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/468466/;http://www.imdb.com/title/tt1454468/;http://www.baravik.org/topic/1408/;Гравітацыя | Gravity | 2013<br><br>Доктар Раян Стоўн – бліскучы медыцынскі інжынер, гэта яе першая місія на шатле, з ёй ветэран-астранаўт Мэт Кавальскі , у якога апошні палёт да выхаду на пенсію. Але на, здавалася б, руцінным выхадзе ў адкрыты космас здараецца стыхійнае бедства. Шатл руйнуецца, пакідаючы Стоўн і Кавальскі сам-насам - прывязанымі адзін да аднаго ў пустэчы.<br><br>Беларуская агучка: http://www.baravik.org/topic/1408/ (MVO) <br>Беларускія субцітры: няма <br> <br>Пераклад падрыхтавала суполка [club45231239|Belmovie]. <br><br>IMDb: http://www.imdb.com/title/tt1454468/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/gravity_2013<br>Kinopoisk: https://www.kinopoisk.ru/film/468466/ <br> <br>#kinakipa_фантастыка #kinakipa_трылер #kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c638227/v638227694/1bdc0/uvsuQHJyiqI.jpg;https://pp.userapi.com/c638227/v638227694/1bdc1/6r2U3e8fTf8.jpg;https://pp.userapi.com/c638227/v638227694/1bdc2/9BUtfT_qD6E.jpg;https://pp.userapi.com/c638227/v638227694/1bdc3/5PUhzHwcDA4.jpg;https://pp.userapi.com/c638227/v638227694/1bdc4/4N81SnIUIOM.jpg;https://pp.userapi.com/c638227/v638227694/1bdc5/wyzHA9go1ro.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=171449830&hash=0b7b865e71813124"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
93;;|] Leon;Прафесійны забойца Леон, не ведаючы літасьці і жалю, знаёміцца са сваёй чароўнай суседкай Мацільдай, сям'ю якой расстрэльваюць паліцэйскія, якія замяшаныя ў гандлі наркотыкамі. Дзякуючы гэтаму знаёмству ён упершыню адчувае пачуццё кахання, але...;1994;#kinakipa_крымінал, #kinakipa_драма, #kinakipa_трылер, #kinakipa_субцітры;https://www.kinopoisk.ru/film/389/;http://www.imdb.com/title/tt0110413/;;Леон [id365341273||] Leon | 1994<br><br>Прафесійны забойца Леон, не ведаючы літасьці і жалю, знаёміцца са сваёй чароўнай суседкай Мацільдай, сям'ю якой расстрэльваюць паліцэйскія, якія замяшаныя ў гандлі наркотыкамі. Дзякуючы гэтаму знаёмству ён упершыню адчувае пачуццё кахання, але...<br><br>Беларуская агучка: няма<br>Беларускія субцітры: https://www.opensubtitles.org/en/subtitles/6993138/leon-the-professional-be<br>(Будзьце ўважлівыя, субцітры да тэатральнай версіі фільма!)<br><br>Пераклад, субцітры и постар ад [id15305694|Міхаіла Каралевіча]. <br><br>IMDb: http://www.imdb.com/title/tt0110413/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/leon_the_professional/<br>Kinopoisk: https://www.kinopoisk.ru/film/389/<br><br>#kinakipa_крымінал #kinakipa_драма #kinakipa_трылер #kinakipa_субцітры;https://pp.userapi.com/c837420/v837420694/389d3/gaqXy3ALuw8.jpg;https://pp.userapi.com/c837420/v837420694/389d4/-YNu1JqW_V8.jpg;https://pp.userapi.com/c837420/v837420694/389d5/kiVKEMmJcqE.jpg;https://pp.userapi.com/c837420/v837420694/389d6/bAJO3mgr88A.jpg;https://pp.userapi.com/c837420/v837420694/389d7/ptWmP2yIDgY.jpg;https://pp.userapi.com/c837420/v837420694/389d8/UGCsuWrkhzg.jpg;
94;Знакамітая праца;I Love Your Work;Грэй Эванс — галівудзкі акцёр. Ён — зорка. Яго жонка Мія Лэнг таксама галівудзкая зорка. Гэта шлюбная парачка з тых, за кім палююць папарацы, пра каго пішуць модныя глянцавыя часопісы, за кошт каго існуе жоўтая прэса. У Грэя — сур'ёзныя праблемы: ён сцвярджае, што яго паўсюль пераследвае адзін і той жа хлопец. І што гэты ж хлопец закідвае яго, Эванса, лістамі. І што ён урываецца ў прыватнае жыццё Грэя і Міі. І што ад гэтага хлопца зыходзіць відавочная пагроза. Ці сапраўды прыхільнік акцёра — звар'яцелы фанат? Ці ж сцвярджэнні Грэя — усяго толькі плён яго хворага ўяўлення?..;2003;#kinakipa_драма, #kinakipa_крымінал, #kinakipa_агучка;https://www.kinopoisk.ru/film/1551/;http://www.imdb.com/title/tt0322700/;https://baravik.org/topic/1694/;Знакамітая праца | I Love Your Work | 2003<br><br>Грэй Эванс — галівудзкі акцёр. Ён — зорка. Яго жонка Мія Лэнг таксама галівудзкая зорка. Гэта шлюбная парачка з тых, за кім палююць папарацы, пра каго пішуць модныя глянцавыя часопісы, за кошт каго існуе жоўтая прэса. У Грэя — сур'ёзныя праблемы: ён сцвярджае, што яго паўсюль пераследвае адзін і той жа хлопец. І што гэты ж хлопец закідвае яго, Эванса, лістамі. І што ён урываецца ў прыватнае жыццё Грэя і Міі. І што ад гэтага хлопца зыходзіць відавочная пагроза. Ці сапраўды прыхільнік акцёра — звар'яцелы фанат? Ці ж сцвярджэнні Грэя — усяго толькі плён яго хворага ўяўлення?..<br><br>Беларуская агучка: https://baravik.org/topic/1694/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt0322700/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/i_love_your_work/<br>Kinopoisk: https://www.kinopoisk.ru/film/1551/<br><br>#kinakipa_драма #kinakipa_крымінал #kinakipa_агучка;https://pp.userapi.com/c837238/v837238694/41cf3/mFYuqJbza1E.jpg;https://pp.userapi.com/c837238/v837238694/41cf4/6fnyjm8qybk.jpg;https://pp.userapi.com/c837238/v837238694/41cf5/tDuVmwUx4Vw.jpg;https://pp.userapi.com/c837238/v837238694/41cf6/IvUM16IAJJY.jpg;https://pp.userapi.com/c837238/v837238694/41cf7/diIdnOJF1C8.jpg;;
95;Дыхай;Respire;Шарлі ўсяго 17 гадоў, і жыццё толькі пачынаецца. Яе турбуюць страхі і сумневы, яна яшчэ шмат чаго баіцца ды не вельмі пэўная ў сабе. Аднойчы ў ейным класе з’яўляецца новая вучаніца. Дзёрзкая прыгажуня Сара адразу збліжаецца з Шарлі, у жыцці якой усё змяняецца. Дачыненні паміж дзяўчынамі перарастаюць у незвычайную і небяспечную сувязь, ад якой будзе цяжка вызваліцца ды зноў удыхнуць напоўніцу.;2014;#kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/810932/;http://www.imdb.com/title/tt3365778/;https://baravik.org/topic/1720/;Дыхай | Respire | 2014<br><br>Шарлі ўсяго 17 гадоў, і жыццё толькі пачынаецца. Яе турбуюць страхі і сумневы, яна яшчэ шмат чаго баіцца ды не вельмі пэўная ў сабе. Аднойчы ў ейным класе з’яўляецца новая вучаніца. Дзёрзкая прыгажуня Сара адразу збліжаецца з Шарлі, у жыцці якой усё змяняецца. Дачыненні паміж дзяўчынамі перарастаюць у незвычайную і небяспечную сувязь, ад якой будзе цяжка вызваліцца ды зноў удыхнуць напоўніцу.<br><br>Беларуская агучка: https://baravik.org/topic/1720/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt3365778/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/respire_2014/<br>Kinopoisk: https://www.kinopoisk.ru/film/810932/<br><br>#kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c639131/v639131694/27e98/DuOiU1Brg7w.jpg;https://pp.userapi.com/c639131/v639131694/27e99/KGOMqdZaJiY.jpg;https://pp.userapi.com/c639131/v639131694/27e9a/jc8PB7DWxl0.jpg;https://pp.userapi.com/c639131/v639131694/27e9b/hZve8bL48uI.jpg;https://pp.userapi.com/c639131/v639131694/27e9c/INkfkqBiVRI.jpg;;"<iframe src=""https://www.youtube.com/embed/0W83z6SdJe4"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
96;Дзяўчо з перлавай завушніцай;Girl with a Pearl Earring;Дэлфт, Галандыя, 1665 год. У дом мастака Ёганэса Вэрмэйра прыходзіць працаваць новая пакаёўка – юная прыгажуня Хрыт, сям’я якой апынаецца на мяжы банкруцтва: ейны бацька аслеп і не можа працаваць. Шматдзетная сям’я паспяховага мастака належыць да вельмі забяспечаных, але апошнім часам яе дабрабыт залежыць ад прыхамацяў багатага патрона, арыстакрата Пітэра Ван Рэйвэна, які ўсё больш неахвотна замаўляе ў Вэрмэйра карціны. З’яўленне пакаёўкі прыносіць у жыццё сям’і новыя клопаты, але дае мастаку новую крыніцу натхнення.;2004;#kinakipa_біяграфія, #kinakipa_драма, #kinakipa_меладрама, #kinakipa_агучка;https://www.kinopoisk.ru/film/8076/;http://www.imdb.com/title/tt0335119/;https://baravik.org/topic/883/;Дзяўчо з перлавай завушніцай | Girl with a Pearl Earring | 2004<br><br>Дэлфт, Галандыя, 1665 год. У дом мастака Ёганэса Вэрмэйра прыходзіць працаваць новая пакаёўка – юная прыгажуня Хрыт, сям’я якой апынаецца на мяжы банкруцтва: ейны бацька аслеп і не можа працаваць. Шматдзетная сям’я паспяховага мастака належыць да вельмі забяспечаных, але апошнім часам яе дабрабыт залежыць ад прыхамацяў багатага патрона, арыстакрата Пітэра Ван Рэйвэна, які ўсё больш неахвотна замаўляе ў Вэрмэйра карціны. З’яўленне пакаёўкі прыносіць у жыццё сям’і новыя клопаты, але дае мастаку новую крыніцу натхнення.<br><br>Беларуская агучка: https://baravik.org/topic/883/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt0335119/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/girl_with_a_pearl_earring/<br>Kinopoisk: https://www.kinopoisk.ru/film/8076/<br><br>#kinakipa_біяграфія #kinakipa_драма #kinakipa_меладрама #kinakipa_агучка;https://pp.userapi.com/c639131/v639131694/27f2c/y0KeyMGJw7g.jpg;https://pp.userapi.com/c639131/v639131694/27f2d/z1Dw88FVqrg.jpg;https://pp.userapi.com/c639131/v639131694/27f2e/7YI20gqMyao.jpg;https://pp.userapi.com/c639131/v639131694/27f2f/gXSfOztuykk.jpg;https://pp.userapi.com/c639131/v639131694/27f30/wjg7e-UtPjY.jpg;;"<iframe src=""https://vk.com/video_ext.php?oid=14124133&id=165501385&hash=d22f8d14ad297334"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
97;Ціхая вада;Futatsume no mado (Still The Water);Уначы ў поўню на выспе Амамі-Осіма 16-гадовы юнак знаходзіць труп, які плавае ў моры. Ён просіць сваю сяброўку дапамагчы яму разгадаць таямніцу. Юнай пары трэба будзе навучыцца сталець, разумеючы натуральныя цыклы жыцця, любові і смерці.;2014;#kinakipa_драма, #kinakipa_меладрама, #kinakipa_агучка;https://www.kinopoisk.ru/film/805111/;http://www.imdb.com/title/tt3230162/;https://baravik.org/topic/1668/;Ціхая вада | Futatsume no mado (Still The Water) | 2014<br><br>Уначы ў поўню на выспе Амамі-Осіма 16-гадовы юнак знаходзіць труп, які плавае ў моры. Ён просіць сваю сяброўку дапамагчы яму разгадаць таямніцу. Юнай пары трэба будзе навучыцца сталець, разумеючы натуральныя цыклы жыцця, любові і смерці.<br><br>Беларуская агучка: https://baravik.org/topic/1668/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt3230162/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/futatsume_no_mado/<br>Kinopoisk: https://www.kinopoisk.ru/film/805111/<br><br>#kinakipa_драма #kinakipa_меладрама #kinakipa_агучка;https://pp.userapi.com/c836223/v836223694/4285e/jYQ9XrhEQ3Q.jpg;https://pp.userapi.com/c836223/v836223694/4285f/t_uMe5x-VAQ.jpg;https://pp.userapi.com/c836223/v836223694/42860/wo5Li3ErOo8.jpg;https://pp.userapi.com/c836223/v836223694/42861/GNw6qdTema0.jpg;https://pp.userapi.com/c836223/v836223694/42862/E7EOUL8XR6g.jpg;;"<iframe src=""https://www.youtube.com/embed/-RbU31gm_oU"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
98;Начны адміністратар;The Night Manager;Начны адміністратар еўрапейскага гатэля завербаваны агентамі спецслужбаў для пранікнення ў міжнародную сетку гандляра зброяй.;2016;#kinakipa_серыял, #kinakipa_трылер, #kinakipa_субцітры;https://www.kinopoisk.ru/film/462649/;http://www.imdb.com/title/tt1399664/;http://www.baravik.org/topic/1632/;Начны адміністратар | The Night Manager | 2016<br><br>Начны адміністратар еўрапейскага гатэля завербаваны агентамі спецслужбаў для пранікнення ў міжнародную сетку гандляра зброяй.<br><br>Пераклад і субцітры фільма падрыхтаваў [id95250730|Цімафей Каліноўскі].<br><br>Беларуская агучка: няма <br>Беларускія субцітры: <br>1080p: http://www.baravik.org/topic/1632/<br> <br>IMDb: http://www.imdb.com/title/tt1399664/<br>Rotten Tomatoes: https://www.rottentomatoes.com/tv/the_night_manager/<br>Kinopoisk: https://www.kinopoisk.ru/film/462649/<br><br>#kinakipa_серыял #kinakipa_трылер #kinakipa_субцітры;https://pp.userapi.com/c638220/v638220694/180d3/JR1SKc3AMRc.jpg;https://pp.userapi.com/c638220/v638220694/180d4/6v2hgTw01NU.jpg;https://pp.userapi.com/c638220/v638220694/180d5/kK00Igq2Wns.jpg;https://pp.userapi.com/c638220/v638220694/180d6/kTUw1KdCQ8o.jpg;;;
99;Форэст Гамп;Forrest Gump;Знакаміты погляд на гісторыю ЗША ХХ стагоддзя вачамі Форэста Гампа.;1994;#kinakipa_камедыя, #kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/448/;http://www.imdb.com/title/tt0109830/;;Форэст Гамп | Forrest Gump | 1994<br><br>Знакаміты погляд на гісторыю ЗША ХХ стагоддзя вачамі Форэста Гампа.<br><br>У цэнтры дзеянняў фільма знаходзіцца галоўны герой - Форэст Гамп. Сюжэт пачынаецца дзяцінствам героя і скончваецца тым, як ён выпраўляе ў школу свайго сына. Па ходзе фільма Форэст бярэ ўдзел у найважнейшых падзеях амерыканскай гісторыі другой паловы 20-га стагоддзя.<br><br>Пераклад, агучка і выпуск дыска былі зроблены пад кіраўніцтвам каманды [club45627030|Кінаконг].<br><br>Беларуская агучка: ёсць<br>Беларускія субцітры: няма<br>Набыць дыск: http://imbryk.by/katalioh/videa/forest-hamp.html<br><br>IMDb: http://www.imdb.com/title/tt0109830/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/forrest_gump<br>Kinopoisk: https://www.kinopoisk.ru/film/448/<br><br>#kinakipa_камедыя #kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c638418/v638418192/4cbb4/2CiqcbBWceM.jpg;https://pp.userapi.com/c638418/v638418192/4cbb5/EK0WKlSwmWg.jpg;https://pp.userapi.com/c638418/v638418192/4cbb6/FFgfG8OXRj0.jpg;https://pp.userapi.com/c638418/v638418192/4cbb7/rxqNDjKpbxM.jpg;https://pp.userapi.com/c638418/v638418192/4cbb8/MJJmd5lvEEU.jpg;https://pp.userapi.com/c638418/v638418192/4cbb9/kkzQEh4OPiQ.jpg;"<iframe src=""https://www.youtube.com/embed/tREsN79tYfc"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
100;Завераная копія;Copie conforme (Certified Copy);Брытанскі пісьменнік Джэймз прыязджае ў Італію на канферэнцыю, прысвечаную праблеме арыгіналаў і копіяў у мастацтве. Там ён знаёміцца з францужанкаю, уладальніцаю карціннай галерэі, якая робіць выгляд, што пісьменнік — яе муж, які час ад часу адсутнічае. Джэймз падыгрывае прыгожай жанчыне, але гэтая нявінная гульня неўзабаве робіцца небяспечнаю.;2010;#kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/404244/;http://www.imdb.com/title/tt1020773/;https://baravik.org/topic/1682/;Завераная копія | Copie conforme (Certified Copy) | 2010<br><br>Брытанскі пісьменнік Джэймз прыязджае ў Італію на канферэнцыю, прысвечаную праблеме арыгіналаў і копіяў у мастацтве. Там ён знаёміцца з францужанкаю, уладальніцаю карціннай галерэі, якая робіць выгляд, што пісьменнік — яе муж, які час ад часу адсутнічае. Джэймз падыгрывае прыгожай жанчыне, але гэтая нявінная гульня неўзабаве робіцца небяспечнаю.<br><br>Беларуская агучка: https://baravik.org/topic/1682/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt1020773/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/certified_copy/<br>Kinopoisk: https://www.kinopoisk.ru/film/404244/<br><br>#kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c836224/v836224694/449d2/owE2srX7cdY.jpg;https://pp.userapi.com/c836224/v836224694/449d3/wbCgqdt2W8E.jpg;https://pp.userapi.com/c836224/v836224694/449d4/dQH8lQqiWfE.jpg;https://pp.userapi.com/c836224/v836224694/449d5/V2ZXRxFe5FQ.jpg;https://pp.userapi.com/c836224/v836224694/449d6/vBXb7kiiTK0.jpg;;"<iframe src=""https://vk.com/video_ext.php?oid=8892584&id=456239080&hash=3280e565ca2a0450"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
101;Вівіен Амсалем хоча развесцiся;Gett: The Trial of Viviane Amsalem;Жанчына падае на развод тры гады запар, але законны муж разыходзіцца не згодны. Ягоная халодная непахіснасць, рашучасць жонкі да апошняга змагацца за сваю свабоду і неадназначная роля суддзяў — усё гэта разам стварае працэдуру, у якой трагедыя супернічае з адкрытым абсурдам.;2014;#kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/781115/;http://www.imdb.com/title/tt3062880/;https://baravik.org/topic/1677/;Вівіен Амсалем хоча развесцiся | Gett: The Trial of Viviane Amsalem | 2014<br><br>Жанчына падае на развод тры гады запар, але законны муж разыходзіцца не згодны. Ягоная халодная непахіснасць, рашучасць жонкі да апошняга змагацца за сваю свабоду і неадназначная роля суддзяў — усё гэта разам стварае працэдуру, у якой трагедыя супернічае з адкрытым абсурдам.<br><br>Беларуская агучка: https://baravik.org/topic/1677/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt3062880/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/gett_the_trial_of_viviane_amsalem/<br>Kinopoisk: https://www.kinopoisk.ru/film/781115/<br><br>#kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c836224/v836224694/44970/rOtFhTzDjaU.jpg;https://pp.userapi.com/c836224/v836224694/44971/O7UZDHsgLK0.jpg;https://pp.userapi.com/c836224/v836224694/44972/C9mS8AwVX_0.jpg;https://pp.userapi.com/c836224/v836224694/44973/uKH7aVJg4-Y.jpg;https://pp.userapi.com/c836224/v836224694/44974/D61yIc7IR88.jpg;;"<iframe src=""https://vk.com/video_ext.php?oid=8892584&id=456239079&hash=1b6a42d97b86b1f9"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
103;Першая сустрэчная;Total Stranger;Пэці Янг нядаўна рассталася з мужам. Ейная дачка з’ехала вучыцца ў каледж. Пэці засталася адна ў доме. Каб не адчуваць самоту і каб мець грошы на аплату камунальных паслугаў, яна вырашыла здаць адзін пакой. Прыемная і мілая дзяўчына Лара прыходзіць у дом Пэці, і жанчыны падпісваюць кантракт. Спачатку ўсё ідзе добра, Пэці і Лара пачынаюць сябраваць. Але паступова дом Пэці перастае быць утульным і спакойным. Лара аказалася далёка не тою, за каго сябе выдавала.;1999;#kinakipa_трылер, #kinakipa_агучка;https://www.kinopoisk.ru/film/1875/;http://www.imdb.com/title/tt0180207/;http://www.baravik.org/topic/4055/;Першая сустрэчная | Total Stranger | 1999 <br> <br>Пэці Янг нядаўна рассталася з мужам. Ейная дачка з’ехала вучыцца ў каледж. Пэці засталася адна ў доме. Каб не адчуваць самоту і каб мець грошы на аплату камунальных паслугаў, яна вырашыла здаць адзін пакой. Прыемная і мілая дзяўчына Лара прыходзіць у дом Пэці, і жанчыны падпісваюць кантракт. Спачатку ўсё ідзе добра, Пэці і Лара пачынаюць сябраваць. Але паступова дом Пэці перастае быць утульным і спакойным. Лара аказалася далёка не тою, за каго сябе выдавала.<br> <br>Беларуская агучка: http://www.baravik.org/topic/4055/ (DVO) <br>Беларускія субцітры: няма <br> <br>IMDb: http://www.imdb.com/title/tt0180207/ <br>Kinopoisk: https://www.kinopoisk.ru/film/1875/ <br> <br>#kinakipa_трылер #kinakipa_агучка;https://pp.userapi.com/c638621/v638621730/47155/Cy5svqCgEUs.jpg;https://pp.userapi.com/c638621/v638621730/47156/gVruxJGcTCw.jpg;https://pp.userapi.com/c638621/v638621730/47157/4cyUA4Qi_68.jpg;https://pp.userapi.com/c638621/v638621730/47158/3LCUy2C8ZRo.jpg;;;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=171255095&hash=e7000660ec5ed23e"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
104;Ан: салодкі боб;An (Sweet Bean);Сэнтаро кіруе невялікаю крамаю — пякарняю, якая пячэ дораякі — бісквіты з начыннем з салодкай чырвонай бабовай пасты. Аднойчы да яго прыходзіць старая Токуэ і прапаноўвае сваю дапамогу. Сэнтаро неахвотна бярэ яе на працу. Але неўзабаве высвятляецца, што Токуэ ведае рэцэпт выдатнага начыння, і ейныя дораякі атрымліваюцца надзвычай смачнымі. Неўзабаве шапік Сэнтаро робіцца адным з самых папулярных месцаў у горадзе. Але таксама хутка становіцца вядома, што Токуэ мае небяспечную хваробу.;2015;#kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/882927/;http://www.imdb.com/title/tt4298958/;https://baravik.org/topic/1662/;Ан: салодкі боб | An (Sweet Bean) | 2015<br><br>Сэнтаро кіруе невялікаю крамаю — пякарняю, якая пячэ дораякі — бісквіты з начыннем з салодкай чырвонай бабовай пасты. Аднойчы да яго прыходзіць старая Токуэ і прапаноўвае сваю дапамогу. Сэнтаро неахвотна бярэ яе на працу. Але неўзабаве высвятляецца, што Токуэ ведае рэцэпт выдатнага начыння, і ейныя дораякі атрымліваюцца надзвычай смачнымі. Неўзабаве шапік Сэнтаро робіцца адным з самых папулярных месцаў у горадзе. Але таксама хутка становіцца вядома, што Токуэ мае небяспечную хваробу.<br><br>Беларуская агучка: https://baravik.org/topic/1662/ <br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt4298958/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/sweet_bean/<br>Kinopoisk: https://www.kinopoisk.ru/film/882927/<br><br>#kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c836223/v836223694/4219c/UvJytg-ILEY.jpg;https://pp.userapi.com/c836223/v836223694/4219d/Ta1-EKBD9FA.jpg;https://pp.userapi.com/c836223/v836223694/4219e/9yYjsYMOPpo.jpg;https://pp.userapi.com/c836223/v836223694/4219f/P1QBOL_xfEQ.jpg;https://pp.userapi.com/c836223/v836223694/421a0/wgsYry4d_Fg.jpg;;"<iframe src=""https://www.youtube.com/embed/xJ19vN6aAwk"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
105;;(500) Days of Summer;Галоўны герой працуе ў агенцтве, якое выпускае віншавальныя паштоўкі. Ён прыдумляе ўсе тыя пацешныя подпісы, якія мы з Вамі чытаем на іх. Малады чалавек улюбляецца ў сваю калегу і вырашае, што яна — «тая, адзіная». Але 500 дзён іх адносін паказваюць герою, што шлях да шчасця непрадказальны, некантралюемы і — неверагодна забаўны!;2009;#kinakipa_камедыя, #kinakipa_драма, #kinakipa_меладрама, #kinakipa_субцітры;https://www.kinopoisk.ru/film/409372/;http://www.imdb.com/title/tt1022603/;;(500) дзён лета | (500) Days of Summer | 2009<br><br>Галоўны герой працуе ў агенцтве, якое выпускае віншавальныя паштоўкі. Ён прыдумляе ўсе тыя пацешныя подпісы, якія мы з Вамі чытаем на іх. Малады чалавек улюбляецца ў сваю калегу і вырашае, што яна — «тая, адзіная». Але 500 дзён іх адносін паказваюць герою, што шлях да шчасця непрадказальны, некантралюемы і — неверагодна забаўны!<br><br>Беларуская агучка: няма<br>Беларускія субцітры: https://www.opensubtitles.org/en/subtitles/6947760/500-days-of-summer-be <br><br>Пераклад і субцітры ад [id15305694|Міхаіла Каралевіча].<br>Рэдактура пераклада ад [id7630170|Мар'яны Вітэра].<br><br>IMDb: http://www.imdb.com/title/tt1022603/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/500_days_of_summer/<br>Kinopoisk: https://www.kinopoisk.ru/film/409372/<br><br>#kinakipa_камедыя #kinakipa_драма #kinakipa_меладрама #kinakipa_субцітры;https://pp.userapi.com/c638923/v638923694/4abaf/mYPySI1ztO0.jpg;https://pp.userapi.com/c638923/v638923694/4abb0/8i7o9wIlBvU.jpg;https://pp.userapi.com/c638923/v638923694/4abb1/px5TgigCAkA.jpg;https://pp.userapi.com/c638923/v638923694/4abb2/6bt2-f4-i6k.jpg;https://pp.userapi.com/c638923/v638923694/4abb3/B-GAVdKQ5ws.jpg;;"<iframe src=""https://vk.com/video_ext.php?oid=-31671521&id=456239018&hash=0f29c1cc9da19b1e"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
