id;title;origin_title;description;year;tags;kinopoisk;imdb;torrent_link;full_text;src_small;src;src_big;src_xbig;src_xxbig;src_xxxbig;video 
196;Вандроўныя міны;Mine vaganti;Сям’я Кантонэ займаецца вытворчасцю макаронаў. На чале сям’і і бізнэсу – бацька Вінчэнца. Ягоны малодшы сын, пісьменнік-пачатковец Тамаза, вяртаецца з Рыму ў родны горад Леччэ з намерам адкрыць сваю гомасэксуальнасць. Падчас сямейнае вячэры старэйшы брат неспадзявана апярэджвае Тамаза ў прызнаньні сваёй нетрадыцыйнай арыентацыі. Бацька выганяе таго з дому і атрымлівае сардэчны прыступ. Цяпер Тамаза змушаны застацца дома ды ачоліць бізнэс і эксцэнтрычную сям’ю...;2010;#kinakipa_меладрама, #kinakipa_камедыя, #kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/kholostye-vystrely-2010-456927/;http://www.imdb.com/title/tt1405810;https://baravik.org/topic/1484/;Вандроўныя міны | Mine vaganti | 2010<br><br>Сям’я Кантонэ займаецца вытворчасцю макаронаў. На чале сям’і і бізнэсу – бацька Вінчэнца. Ягоны малодшы сын, пісьменнік-пачатковец Тамаза, вяртаецца з Рыму ў родны горад Леччэ з намерам адкрыць сваю гомасэксуальнасць. Падчас сямейнае вячэры старэйшы брат неспадзявана апярэджвае Тамаза ў прызнаньні сваёй нетрадыцыйнай арыентацыі. Бацька выганяе таго з дому і атрымлівае сардэчны прыступ. Цяпер Тамаза змушаны застацца дома ды ачоліць бізнэс і эксцэнтрычную сям’ю...<br><br>Беларуская агучка: https://baravik.org/topic/1484/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt1405810 <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/mine_vaganti<br>Kinopoisk: https://www.kinopoisk.ru/film/kholostye-vystrely-2010-456927/ <br> <br>#kinakipa_меладрама #kinakipa_камедыя #kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c841034/v841034805/26bab/u3GABZwF_ic.jpg;https://pp.userapi.com/c841034/v841034805/26bac/RVJYtkXY7dE.jpg;https://pp.userapi.com/c841034/v841034805/26bad/VXJvTn5QtPc.jpg;https://pp.userapi.com/c841034/v841034805/26bae/1Jj2Eie418w.jpg;https://pp.userapi.com/c841034/v841034805/26baf/mzFdC8lAb6g.jpg;https://pp.userapi.com/c841034/v841034805/26bb0/xC-udkbrztA.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=171467797&hash=750520f11b25764f"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
197;Цукар;Suiker;Да Берта прыходзіць суседка пазычыць трохі цукру. Цукар выслізгвае, яны спрабуюць яго злавіць і... адбываецца непрыемны інцыдэнт, які Берт спрабуе выправіць, але ўсе яго дзеянні робяць становішча толькі горш.;2010;#kinakipa_кароткаметражка, #kinakipa_камедыя, #kinakipa_агучка;https://www.kinopoisk.ru/film/sakhar-2010-584008/;http://www.imdb.com/title/tt1764616;;Цукар | Suiker | 2010<br><br>#kinakipa_кароткаметражка<br><br>Да Берта прыходзіць суседка пазычыць трохі цукру. Цукар выслізгвае, яны спрабуюць яго злавіць і... адбываецца непрыемны інцыдэнт, які Берт спрабуе выправіць, але ўсе яго дзеянні робяць становішча толькі горш.<br><br>Беларуская агучка: https://www.youtube.com/watch?v=q6pOJ50M8lc ([club137358267|Gavarun_by]). <br>Пераклад і субцітры: [id95250730|Цімафей Каліноўскі]. <br> <br>IMDb: http://www.imdb.com/title/tt1764616<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/suiker<br>Kinopoisk: https://www.kinopoisk.ru/film/sakhar-2010-584008/<br> <br>#kinakipa_камедыя #kinakipa_агучка;https://pp.userapi.com/c840521/v840521933/c4c5/cRXSV_CYTDo.jpg;https://pp.userapi.com/c840521/v840521933/c4c6/Ii_aI0CnnkE.jpg;https://pp.userapi.com/c840521/v840521933/c4c7/sfEXsAKBfds.jpg;https://pp.userapi.com/c840521/v840521933/c4c8/ngU2f_FGk68.jpg;https://pp.userapi.com/c840521/v840521933/c4c9/djnHpEUz4VA.jpg;https://pp.userapi.com/c840521/v840521933/c4ca/i7h3UQQoC4g.jpg;"<iframe src=""https://www.youtube.com/embed/q6pOJ50M8lc"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
198;Таемнасці;Tajnosti;Гэта гісторыя пра адзін дзень, за які жыццё можа цалкам змяніцца. Перакладчыца Юлья толькі што пераехала ў новую кватэру з мужам Рыхардам і дачкою Цэцыльяй. На першы погляд можа падацца, што яны – шчаслівая сям’я. Пачуўшы з навінаў пра смерць сваёй ўлюбёнай джазавай спявачкі, Юлья пачынае разумець, што яе жыццё не такое ідэальнае, якім падаецца. Спачатку яна вырашае купіць піяніна, а потым, у працэсе ажыццяўлення гэтай задумы, яна цалкам змяняе сваё жыццё. Ёй варта разабрацца са сваім мінулым і цяперашнім жыццём, перш як пачаць новае.;2007;#kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/taynosti-2007-295238/;http://www.imdb.com/title/tt0977666;https://baravik.org/topic/924/;Таемнасці | Tajnosti | 2007<br><br>Гэта гісторыя пра адзін дзень, за які жыццё можа цалкам змяніцца. Перакладчыца Юлья толькі што пераехала ў новую кватэру з мужам Рыхардам і дачкою Цэцыльяй. На першы погляд можа падацца, што яны – шчаслівая сям’я. Пачуўшы з навінаў пра смерць сваёй ўлюбёнай джазавай спявачкі, Юлья пачынае разумець, што яе жыццё не такое ідэальнае, якім падаецца. Спачатку яна вырашае купіць піяніна, а потым, у працэсе ажыццяўлення гэтай задумы, яна цалкам змяняе сваё жыццё. Ёй варта разабрацца са сваім мінулым і цяперашнім жыццём, перш як пачаць новае.<br><br>Беларуская агучка: https://baravik.org/topic/924/ (DVO)<br>Беларускія субцітры: няма <br> <br>IMDb: http://www.imdb.com/title/tt0977666 <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/little_girl_blue <br>Kinopoisk: https://www.kinopoisk.ru/film/taynosti-2007-295238/ <br> <br>#kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c840629/v840629662/c1bd/pjow0zidmqs.jpg;https://pp.userapi.com/c840629/v840629662/c1be/-dknbJvNTxU.jpg;https://pp.userapi.com/c840629/v840629662/c1bf/qPH__y90nrs.jpg;https://pp.userapi.com/c840629/v840629662/c1c0/8Ems5esLCRs.jpg;https://pp.userapi.com/c840629/v840629662/c1c1/sHS25mIaD4Q.jpg;https://pp.userapi.com/c840629/v840629662/c1c2/2ElFKN30iGs.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=171255101&hash=8cb95ff25bf063c2"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
199;Пакой 8;Room 8;Галоўнага героя за парушэнне рэжыму пераводзяць у іншую турэмную камеру, дзе ўжо знаходзіцца нейкі вязень. Даследуючы нешматлікія рэчы інтэр'еру, ён зацікавіўся чырвонай скрыняй, што ляжала на нарах. Нягледзячы на папярэджанне сукамерніка, герой усё ж адкрывае скрыню…;2013;#kinakipa_кароткаметражка, #kinakipa_фантастыка, #kinakipa_фэнтэзі, #kinakipa_трыллер, #kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/malyariya-2013-769333/;http://www.imdb.com/title/tt2949338/;;Пакой 8 | Room 8 | 2013<br><br>#kinakipa_кароткаметражка<br><br>Галоўнага героя за парушэнне рэжыму пераводзяць у іншую турэмную камеру, дзе ўжо знаходзіцца нейкі вязень. Даследуючы нешматлікія рэчы інтэр'еру, ён зацікавіўся чырвонай скрыняй, што ляжала на нарах. Нягледзячы на папярэджанне сукамерніка, герой усё ж адкрывае скрыню… <br><br> Беларуская агучка: https://www.youtube.com/watch?v=LE2SKuuwapc ([club137358267|Gavarun_by]). <br>Пераклад і субцітры: [id95250730|Цімафей Каліноўскі]. <br> <br>IMDb: hhttp://www.imdb.com/title/tt2949338/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/room_8<br>Kinopoisk: https://www.kinopoisk.ru/film/malyariya-2013-769333/ <br> <br>#kinakipa_фантастыка #kinakipa_фэнтэзі #kinakipa_трыллер #kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c840137/v840137553/2b35f/DvaQwag24EU.jpg;https://pp.userapi.com/c840137/v840137553/2b360/D3NqDo8D08g.jpg;https://pp.userapi.com/c840137/v840137553/2b361/I9QsfA8yZIM.jpg;https://pp.userapi.com/c840137/v840137553/2b362/2QcUTKzrPWA.jpg;https://pp.userapi.com/c840137/v840137553/2b363/9dZCKHmgW_0.jpg;https://pp.userapi.com/c840137/v840137553/2b364/kIfQmBKbATY.jpg;"<iframe src=""https://www.youtube.com/embed/LE2SKuuwapc"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
200;Цёмна-сіні амаль чорны;Azuloscurocasinegro;Цёмна-сіні, амаль чорны - стан душы, няпэўная будучыня, колер. Колер, якога мы часам не распазнаем, які змяняецца ў залежнасці ад асвятлення, пункту гледжання і стаўлення. Колер, які нагадвае, што часам мы памыляемся, а рэчы не заўжды такія, якімі здаюцца.;2006;#kinakipa_драма, #kinakipa_агучка;https://www.kinopoisk.ru/film/temno-siniy-pochti-chernyy-2006-102696/;http://www.imdb.com/title/tt0452971;https://baravik.org/topic/623/;Цёмна-сіні амаль чорны | Azuloscurocasinegro | 2006<br><br>Цёмна-сіні, амаль чорны - стан душы, няпэўная будучыня, колер. Колер, якога мы часам не распазнаем, які змяняецца ў залежнасці ад асвятлення, пункту гледжання і стаўлення. Колер, які нагадвае, што часам мы памыляемся, а рэчы не заўжды такія, якімі здаюцца.<br><br>Беларуская агучка: https://baravik.org/topic/623/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt0452971 <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/darkbluealmostblack<br>Kinopoisk: https://www.kinopoisk.ru/film/temno-siniy-pochti-chernyy-2006-102696/<br><br>#kinakipa_драма #kinakipa_агучка;https://pp.userapi.com/c837721/v837721620/693b9/wQME3Kjks5c.jpg;https://pp.userapi.com/c837721/v837721620/693ba/i40sJLQp9sU.jpg;https://pp.userapi.com/c837721/v837721620/693bb/6gUfyZmcXfU.jpg;https://pp.userapi.com/c837721/v837721620/693bc/l2v0Ph8qgo0.jpg;https://pp.userapi.com/c837721/v837721620/693bd/CyiSFgJ_7Bc.jpg;https://pp.userapi.com/c837721/v837721620/693be/qdPK8KCb_yY.jpg;
201;Наўсікая з Даліны Вятроў;Kaze no tani no Naushika;У будучыні чалавецтва, якое стагоддзямі безаглядна эксплуатавала прыроду, стала ахвярай сваёй ганарыстасці. Зямлю спасцігла жудасная экалагічная катастрофа, квітнеючыя калісьці прамысловыя цывілізацыі сталі прахам, а паверхня планеты пакрыла гіганцкае мора Леса, якое выпускае ў атмасферу атрутныя споры сваіх раслін.;1984;#kinakipa_субтытры, #kinakipa_анімэ, #kinakipa_фэнтэзі, #kinakipa_фантастыка, #kinakipa_драма;https://www.kinopoisk.ru/film/navsikaya-iz-doliny-vetrov-1984-8240/;http://www.imdb.com/title/tt0087544/;https://baravik.org/topic/1771/;"Наўсікая з Даліны Вятроў | Kaze no tani no Naushika | 1984<br><br>#kinakipa_субтытры<br><br>У будучыні чалавецтва, якое стагоддзямі безаглядна эксплуатавала прыроду, стала ахвярай сваёй ганарыстасці. Зямлю спасцігла жудасная экалагічная катастрофа, квітнеючыя калісьці прамысловыя цывілізацыі сталі прахам, а паверхня планеты пакрыла гіганцкае мора Леса, якое выпускае ў атмасферу атрутныя споры сваіх раслін. <br> <br>Людзям, якія засталіся ў жывых, даводзіцца жыць у цені Леса і ягоных жахлівых казуркападобных насельнікаў, спрабуючы не дапусціць распаўсюджвання шкоднай расліннасці. Мірная Даліна Вятроў - адно з царстваў, якія ўтварыліся на руінах ранейшых дзяржаў. Жыхары Даліны любяць свайго добрага кіраўніка і ягоную дачку Наўсіку, незвычайную дзяўчынку, якая знаходзіць агульную мову з велічэзнымі казуркамі Леса, дзіўнымі спараджэннямі парушанай экасістэмы.<br><br>Пераклад і субтытры фільма падрыхтавала [club104300718|Пляцоўка ""Цмок""].<br><br>Беларуская агучка: няма <br>Беларускія субцітры: <br>720p: https://baravik.org/topic/1771/<br> <br>IMDb: http://www.imdb.com/title/tt0087544/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/nausicaa_of_the_valley_of_the_wind <br>Kinopoisk: https://www.kinopoisk.ru/film/navsikaya-iz-doliny-vetrov-1984-8240/ <br> <br>#kinakipa_анімэ #kinakipa_фэнтэзі #kinakipa_фантастыка #kinakipa_драма";https://pp.userapi.com/c840335/v840335499/ab04/D_S1rFGl77w.jpg;https://pp.userapi.com/c840335/v840335499/ab05/tDRWoUNOM3k.jpg;https://pp.userapi.com/c840335/v840335499/ab06/0DEXkrH5GqI.jpg;https://pp.userapi.com/c840335/v840335499/ab07/La52tEXrIiE.jpg;https://pp.userapi.com/c840335/v840335499/ab08/vABWX2Rk4eQ.jpg;https://pp.userapi.com/c840335/v840335499/ab09/7Hjx84azz28.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=74220358&id=456239036&hash=307565cbde6c572f"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
203;16 кварталаў;16 Blocks;16 кварталаў - гэта адлегласць ад паліцэйскага ўчастка да будынка суда ў адным з раёнаў Нью-Ёрка. Паліцэйскі і сведка, якому трэба даваць паказанні ў судзе, мусяць пераадолець гэтыя 16 кварталаў.;2006;#kinakipa_баявік, #kinakipa_крымінал, #kinakipa_агучка;https://www.kinopoisk.ru/film/101711/;http://www.imdb.com/title/tt0450232/;http://www.baravik.org/topic/214/;16 кварталаў | 16 Blocks | 2006<br><br>16 кварталаў - гэта адлегласць ад паліцэйскага ўчастка да будынка суда ў адным з раёнаў Нью-Ёрка. Паліцэйскі і сведка, якому трэба даваць паказанні ў судзе, мусяць пераадолець гэтыя 16 кварталаў. <br> <br>Паліцэйскі Джэк Мослі - белы, немалады, стомлены, маўклівы, амаль прадажны. Ён яшчэ захаваў у сабе і рэшткі самапавагі, і рэшткі прафесійнага кодэкса. Сведка Эдзі Банкер - поўная супрацьлегласць Джэка: чарнаскуры шустры балбатун, які і сам не рады той калатнечы, якую прынёс яму лёс. <br> <br>Беларуская агучка: http://www.baravik.org/topic/214/ (DVO) <br>Беларускія субцітры: няма <br> <br>IMDb: http://www.imdb.com/title/tt0450232/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/16_blocks/ <br>Kinopoisk: https://www.kinopoisk.ru/film/101711/ <br> <br>#kinakipa_баявік #kinakipa_крымінал #kinakipa_агучка;https://pp.userapi.com/c637620/v637620694/297bb/op4Vt3H1tAU.jpg;https://pp.userapi.com/c637620/v637620694/297bc/p2nPDJCMqDc.jpg;https://pp.userapi.com/c637620/v637620694/297bd/P9s6F-x8C_8.jpg;https://pp.userapi.com/c637620/v637620694/297be/Q9U7NAQpaLQ.jpg;;;"<iframe src=""https://vk.com/video_ext.php?oid=-94439418&id=171125254&hash=84484f0a8791cfb5"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
204;Малярыя;Malaria;Фаб’ян - малады найміт, якому даручана забіць Смерць. Стужка спалучае ў сабе элементы арыгамі, кірыгамі, коміксаў, тэхнікі пакадравай здымкі і прыёмы класічных спагеці-вэстэрнаў.;2013;#kinakipa_кароткаметражка, #kinakipa_вестэрн, #kinakipa_баявік, #kinakipa_мультфільм, #kinakipa_агучка;https://www.kinopoisk.ru/film/malyariya-2013-769333/;http://www.imdb.com/title/tt2619250/;;Малярыя | Malaria | 2013<br><br>#kinakipa_кароткаметражка <br><br>Фаб’ян - малады найміт, якому даручана забіць Смерць. Стужка спалучае ў сабе элементы арыгамі, кірыгамі, коміксаў, тэхнікі пакадравай здымкі і прыёмы класічных спагеці-вэстэрнаў. <br><br>Беларуская агучка: https://www.youtube.com/watch?v=mnrQlaf6dQg [club137358267|Gavarun_by] . <br>Пераклад і субцітры: [id95250730|Цімафей Каліноўскі]. <br> <br>IMDb: http://www.imdb.com/title/tt2619250/<br>Kinopoisk: https://www.kinopoisk.ru/film/malyariya-2013-769333/<br> <br>#kinakipa_вестэрн #kinakipa_баявік #kinakipa_мультфільм #kinakipa_агучка;https://pp.userapi.com/c840124/v840124401/272f3/OgU02ROvXiI.jpg;https://pp.userapi.com/c840124/v840124401/272f4/Z0HAe9KHjjE.jpg;https://pp.userapi.com/c840124/v840124401/272f5/2u-aqmOsXH4.jpg;https://pp.userapi.com/c840124/v840124401/272f6/wGQ3geWPVQY.jpg;https://pp.userapi.com/c840124/v840124401/272f7/tqabYLBnw-M.jpg;;"<iframe src=""https://www.youtube.com/embed/mnrQlaf6dQg"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
205;Плецены чалавек;The Wicker Man;Былая нявеста просіць паліцыянта Эдварда Мэйлуса неадкладна прыехаць на невялікую аддаленую выспу Самэрзайл, дзе жыве рэлігійная грамада. Паліцыянт мае дапамагчы былой каханцы знайсці ейную зніклую дачку Руж. Скрытныя і дзівакаватыя, жыхары вострава ніяк не спрыяюць Эдвардавым пошукам і нават адмаўляюць сам факт існавання дзяўчынкі. Эдвард з кожным крок ўсё бліжэй да разгадкі. А тым часам на выспе напоўніцу рыхтуюцца да таямнічага паганскага свята Дзень Смерці ды Уваскрашэння...;2006;#kinakipa_жахі, #kinakipa_трылер, #kinakipa_агучка;https://www.kinopoisk.ru/film/102148/;http://www.imdb.com/title/tt0450345/;http://www.baravik.org/topic/907/;Плецены чалавек | The Wicker Man | 2006<br><br>Былая нявеста просіць паліцыянта Эдварда Мэйлуса неадкладна прыехаць на невялікую аддаленую выспу Самэрзайл, дзе жыве рэлігійная грамада. Паліцыянт мае дапамагчы былой каханцы знайсці ейную зніклую дачку Руж. Скрытныя і дзівакаватыя, жыхары вострава ніяк не спрыяюць Эдвардавым пошукам і нават адмаўляюць сам факт існавання дзяўчынкі. Эдвард з кожным крок ўсё бліжэй да разгадкі. А тым часам на выспе напоўніцу рыхтуюцца да таямнічага паганскага свята Дзень Смерці ды Уваскрашэння...<br> <br>Беларуская агучка: http://www.baravik.org/topic/907/ (DVO) <br>Беларускія субцітры: няма <br> <br>IMDb: http://www.imdb.com/title/tt0450345/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/the_wicker_man_2006<br>Kinopoisk: https://www.kinopoisk.ru/film/102148/<br> <br>#kinakipa_жахі #kinakipa_трылер #kinakipa_агучка;https://pp.userapi.com/c841120/v841120892/20524/X_a-qSqqTUY.jpg;https://pp.userapi.com/c841120/v841120892/20525/g4EaIr5rJb0.jpg;https://pp.userapi.com/c841120/v841120892/20526/ry18_mE26vQ.jpg;https://pp.userapi.com/c841120/v841120892/20527/m6wBHqJsq8I.jpg;https://pp.userapi.com/c841120/v841120892/20528/-AGLEmpQ1g0.jpg;https://pp.userapi.com/c841120/v841120892/20529/PQUiKMYbLgs.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-94439418&id=171127032&hash=a08cfd34f682c816"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
206;Рэйс;Rejs;"На параход, які рыхтуецца да чарговага турыстычнага рэйсу па Вісле, пранікае безбілетны пасажыр, і капітан вырашае зрабіць гэтага чалавека ""інструктарам па культуры"", гэта значыць, папросту кажучы, масавіком-забаўнікам. Спачатку нясмела, а потым усё смялей, адчуўшы ўладу «культработнік» бярэцца за справу. Намаганнямі новага члена экіпажа судна «Няптун» ператвараецца ў нейкую мадэль сацыялістычнага грамадства тых гадоў: сходы, галасаванні, абранне «савета рэйса», інтрыгі, стукацтва, подхалимаж, спробы паўплываць на пракурора-пенсіянера, які плыве на судне, «мастацкага савета» з любой нагоды, дэмагогія і пустопорожняя балбатня, ідэалагічная прамыванне мазгоў пасажыраў...";1970;#kinakipa_камедыя, #kinakipa_агучка;https://www.kinopoisk.ru/film/reys-1970-66207/;http://www.imdb.com/title/tt0066289/;https://baravik.org/topic/807/;"Рэйс | Rejs | 1970<br><br>На параход, які рыхтуецца да чарговага турыстычнага рэйсу па Вісле, пранікае безбілетны пасажыр, і капітан вырашае зрабіць гэтага чалавека ""інструктарам па культуры"", гэта значыць, папросту кажучы, масавіком-забаўнікам. Спачатку нясмела, а потым усё смялей, адчуўшы ўладу «культработнік» бярэцца за справу. Намаганнямі новага члена экіпажа судна «Няптун» ператвараецца ў нейкую мадэль сацыялістычнага грамадства тых гадоў: сходы, галасаванні, абранне «савета рэйса», інтрыгі, стукацтва, подхалимаж, спробы паўплываць на пракурора-пенсіянера, які плыве на судне, «мастацкага савета» з любой нагоды, дэмагогія і пустопорожняя балбатня, ідэалагічная прамыванне мазгоў пасажыраў...<br> <br>Беларуская агучка: https://baravik.org/topic/807/ (DVO) <br>Беларускія субцітры: няма <br> <br>IMDb: http://www.imdb.com/title/tt0066289/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/rejs<br>Kinopoisk: https://www.kinopoisk.ru/film/reys-1970-66207/<br> <br>#kinakipa_камедыя #kinakipa_агучка";https://pp.userapi.com/c841328/v841328048/33269/823YdOC5juU.jpg;https://pp.userapi.com/c841328/v841328048/3326a/fxO9SwhMlC4.jpg;https://pp.userapi.com/c841328/v841328048/3326b/06SIaFF9MiQ.jpg;https://pp.userapi.com/c841328/v841328048/3326c/DastGaH_bVg.jpg;https://pp.userapi.com/c841328/v841328048/3326d/lW2TJ8SRxvE.jpg;https://pp.userapi.com/c841328/v841328048/3326e/5MZKIKrEzSc.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=444872048&id=456239019&hash=86c804ce8c8f0b2b"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
207;Павук;Spider;Джэк пастаянна жартуе са сваёй дзяўчыны Джыл. І часта гэтыя жарты пераходзяць межы разумнага. Пасля чарговых дурных жартаў, спрабуючы папрасіць прабачэння, Джэк зноў не можа абысціся без смешкаў. Але гэты выпадак становіцца фатальным...;2007;#kinakipa_кароткаметражка, #kinakipa_драма, #kinakipa_баявік, #kinakipa_трылер, #kinakipa_агучка;https://www.kinopoisk.ru/film/pauk-2007-310832/;http://www.imdb.com/title/tt1029161;;Павук | Spider | 2007 <br><br>#kinakipa_кароткаметражка <br> <br>Джэк пастаянна жартуе са сваёй дзяўчыны Джыл. І часта гэтыя жарты пераходзяць межы разумнага. Пасля чарговых дурных жартаў, спрабуючы папрасіць прабачэння, Джэк зноў не можа абысціся без смешкаў. Але гэты выпадак становіцца фатальным... <br> <br>Беларуская агучка: https://www.youtube.com/watch?v=Dl7rEwiw3yc ([club137358267|Gavarun_by] ). <br>Пераклад і субцітры: [id95250730|Цімафей Каліноўскі]. <br> <br>IMDb: http://www.imdb.com/title/tt1029161<br>Kinopoisk: https://www.kinopoisk.ru/film/pauk-2007-310832/<br> <br>#kinakipa_драма #kinakipa_баявік #kinakipa_трылер #kinakipa_агучка;https://pp.userapi.com/c840324/v840324701/84b7/p5FsfKRjWiI.jpg;https://pp.userapi.com/c840324/v840324701/84b8/1S4GDAZclsM.jpg;https://pp.userapi.com/c840324/v840324701/84b9/38gG2hqBa0c.jpg;https://pp.userapi.com/c840324/v840324701/84ba/axPn0uCRrqg.jpg;https://pp.userapi.com/c840324/v840324701/84bb/BcA2ASrdxkU.jpg;https://pp.userapi.com/c840324/v840324701/84bc/ILKeIf4tRw8.jpg;"<iframe src=""https://www.youtube.com/embed/Dl7rEwiw3yc"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
209;Слухай сваё сэрца;Listen to Your Heart;Кранальная гісторыя кахання маладога нью-ёркскага спевака і дзяўчыны, пазбаўленай слыху. Яна натхняе хлопца на музыку, якой сама не можа чуць. Пасля таго, як яе заможная маці перашкаджае маладзёнам бачыцца, тыя вымушаныя змагацца за свае пачуцці.;2010;#kinakipa_драма, #kinakipa_музыка, #kinakipa_меладрама, #kinakipa_агучка;https://www.kinopoisk.ru/film/slushay-svoe-serdce-2010-422063/;http://www.imdb.com/title/tt1274296/;https://baravik.org/topic/1769/;Слухай сваё сэрца | Listen to Your Heart | 2010<br><br>Кранальная гісторыя кахання маладога нью-ёркскага спевака і дзяўчыны, пазбаўленай слыху. Яна натхняе хлопца на музыку, якой сама не можа чуць. Пасля таго, як яе заможная маці перашкаджае маладзёнам бачыцца, тыя вымушаныя змагацца за свае пачуцці.<br><br>Беларуская агучка: https://baravik.org/topic/1769/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt1274296/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/771217321/<br>Kinopoisk: https://www.kinopoisk.ru/film/slushay-svoe-serdce-2010-422063/<br><br>#kinakipa_драма #kinakipa_музыка #kinakipa_меладрама #kinakipa_агучка;https://pp.userapi.com/c841523/v841523279/24286/z4rMfhmFRHk.jpg;https://pp.userapi.com/c841523/v841523279/24287/ttugsUEW2Ow.jpg;https://pp.userapi.com/c841523/v841523279/24288/1lRCyzyd7tI.jpg;https://pp.userapi.com/c841523/v841523279/24289/HWYEnoHeDtQ.jpg;https://pp.userapi.com/c841523/v841523279/2428a/UwpbZav43T0.jpg;https://pp.userapi.com/c841523/v841523279/2428b/xEps28ImGww.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=8892584&id=456239158&hash=55500edfd90253cb"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
210;Апошняе маўчанне;Das letzte Schweigen;Гісторыя пачынаецца спякотным летнім днём, за 23 гады да асноўнага дзеяння стужкі. Сярод пшанічнага поля знаходзяць забітаю дзяўчынку Пію. Гэтым жа днём праз шмат гадоў знікае яшчэ адна дзяўчына, ровар якой знаходзяць на тым самым месцы. Адстаўны следчы ды ягоны маладзейшы калега спрабуюць разгадаць таямніцу гэтых злачынстваў...;2010;#kinakipa_трылер, #kinakipa_драма, #kinakipa_крымінал, #kinakipa_агучка;https://www.kinopoisk.ru/film/tishina-2010-441808/;http://www.imdb.com/title/tt1361835/;https://baravik.org/topic/1762/;Апошняе маўчанне | Das letzte Schweigen | 2010<br><br>Гісторыя пачынаецца спякотным летнім днём, за 23 гады да асноўнага дзеяння стужкі. Сярод пшанічнага поля знаходзяць забітаю дзяўчынку Пію. Гэтым жа днём праз шмат гадоў знікае яшчэ адна дзяўчына, ровар якой знаходзяць на тым самым месцы. Адстаўны следчы ды ягоны маладзейшы калега спрабуюць разгадаць таямніцу гэтых злачынстваў...<br><br>Беларуская агучка: https://baravik.org/topic/1762/ (DVO)<br>Беларускія субцітры: няма<br><br>IMDb: http://www.imdb.com/title/tt1361835/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/the_silence_2013/<br>Кинопоиск: https://www.kinopoisk.ru/film/tishina-2010-441808/<br><br>#kinakipa_трылер #kinakipa_драма #kinakipa_крымінал #kinakipa_агучка;https://pp.userapi.com/c841334/v841334118/27c85/h0oqpd-ZG_k.jpg;https://pp.userapi.com/c841334/v841334118/27c86/xfz3TP1Mc4Y.jpg;https://pp.userapi.com/c841334/v841334118/27c87/8VC0dETJVjA.jpg;https://pp.userapi.com/c841334/v841334118/27c88/cU88-fVl42Y.jpg;https://pp.userapi.com/c841334/v841334118/27c89/ipbi7GXrZzo.jpg;https://pp.userapi.com/c841334/v841334118/27c8a/-wCTfZqWemA.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=456239029&hash=3d2ce97d54698f32"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
